employee_id,manager_id,role_name,current_salary,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,HourlyRate,JobInvolvement,JobLevel,JobRole,MaritalStatus,MonthlyRate,NumCompaniesWorked,Over18,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,Market_Median_2026,Internal_Salary_Rank,Performance_Consistency
EMP0165,EMP0003,Research_Scientist_Atlanta,143000,1,638,1,27,3,1,82,2,1,5,2,8899,7,1,16,3,0,7,0,1,1,0,120000,0.56,4
EMP0166,EMP0003,Manufacturing_Director_NYC,161000,1,624,1,21,2,6,67,2,3,4,0,7818,0,1,24,3,2,33,2,2,2,2,130000,0.25,3
EMP0167,EMP0003,Data_Scientist_Austin,192000,2,649,1,29,4,2,73,2,3,6,1,17053,4,1,24,3,2,3,6,0,0,0,170000,0.28,3
EMP0168,EMP0003,Research_Scientist_Austin,94000,2,1088,1,26,3,2,78,3,3,5,0,24522,2,1,18,4,0,4,3,1,0,1,120000,0.91,3
EMP0169,EMP0003,Data_Scientist_Boston,174000,1,1459,1,22,4,1,36,1,2,6,1,17471,7,1,24,3,2,1,2,0,0,0,170000,0.18,2
EMP0170,EMP0003,Sales_Executive_Seattle,110000,2,261,2,15,3,4,41,4,3,7,1,18391,0,1,12,3,0,36,4,20,12,6,110000,0.65,1
EMP0171,EMP0003,Data_Scientist_Boston,195000,2,556,1,28,3,3,90,3,3,6,2,5830,1,1,23,3,0,36,2,6,5,5,170000,0.31,4
EMP0172,EMP0003,Sales_Executive_Denver,124000,2,938,2,4,2,1,45,4,3,7,1,8338,5,1,12,3,0,3,5,1,1,0,110000,0.55,4
EMP0173,EMP0003,Data_Scientist_Miami,156000,1,986,1,27,3,5,52,3,2,6,2,6300,1,1,17,3,1,38,2,30,4,7,170000,0.86,3
EMP0174,EMP0003,Healthcare_Representative_Atlanta,114000,2,1027,1,26,2,2,95,2,2,0,2,20233,3,1,14,3,1,16,5,8,6,5,85000,0.51,3
EMP0175,EMP0003,Research_Scientist_NYC,120000,1,1480,1,24,4,3,84,4,3,5,0,14574,2,1,11,3,0,21,6,3,2,3,120000,0.04,3
EMP0176,EMP0003,Sales_Executive_Boston,85000,0,1026,2,4,3,4,58,3,3,7,1,24904,4,1,22,3,3,4,3,2,0,2,110000,0.24,3
EMP0177,EMP0003,Sales_Representative_Seattle,51000,2,1397,2,23,4,3,99,3,1,8,2,8434,4,1,18,3,1,17,1,6,4,6,70000,0.59,4
EMP0178,EMP0003,Business_Analyst_Austin,100000,1,1296,1,28,2,2,49,1,3,2,2,22586,9,1,24,3,1,28,4,8,8,4,105000,0.06,3
EMP0179,EMP0003,Data_Scientist_Denver,162000,1,815,1,8,4,4,72,3,2,6,2,22353,8,1,18,4,2,12,5,8,1,8,170000,0.65,1
EMP0180,EMP0003,Sales_Representative_Miami,60000,2,332,2,13,2,4,33,4,2,8,1,18764,7,1,18,3,2,16,1,1,1,1,70000,0.73,3
EMP0181,EMP0003,Data_Scientist_Austin,130000,2,968,1,27,2,3,85,3,2,6,2,7132,0,1,18,3,0,35,0,17,0,10,170000,0.8,2
EMP0182,EMP0003,Sales_Executive_Austin,115000,1,928,2,14,3,3,45,3,2,7,2,21283,0,1,22,3,0,15,4,8,6,6,110000,0.63,2
EMP0183,EMP0003,Sales_Executive_Austin,95000,1,900,2,26,4,4,48,2,3,7,2,2459,8,1,24,3,0,29,0,12,6,10,110000,0.63,3
EMP0184,EMP0003,Healthcare_Representative_Austin,77000,2,391,1,6,2,4,62,2,1,0,2,20683,0,1,24,3,3,23,4,6,3,5,85000,0.52,3
EMP0185,EMP0003,Business_Analyst_Austin,95000,1,362,1,22,4,1,38,4,3,2,1,12853,9,1,21,3,1,5,4,2,0,0,105000,0.46,3
EMP0186,EMP0003,Sales_Representative_Atlanta,57000,1,836,2,5,4,2,91,3,2,8,2,18051,8,1,12,3,1,21,6,7,3,6,70000,0.25,3
EMP0187,EMP0003,Research_Scientist_Chicago,103000,2,1285,1,13,4,1,34,3,3,5,2,19778,7,1,21,3,0,5,1,5,0,0,120000,0.68,4
EMP0188,EMP0003,Sales_Executive_NYC,108000,1,1457,2,8,4,5,51,3,2,7,1,7964,9,1,20,3,3,33,5,2,1,1,110000,0.25,3
EMP0189,EMP0003,Sales_Representative_Seattle,59000,1,839,2,13,3,4,35,1,2,8,0,19178,4,1,24,3,1,32,4,7,1,4,70000,0.46,2
EMP0190,EMP0003,Healthcare_Representative_Denver,92000,2,556,1,17,3,5,74,3,2,0,2,2310,8,1,25,3,0,5,0,4,2,3,85000,0.55,3
EMP0191,EMP0003,Sales_Executive_Chicago,86000,1,776,2,24,2,4,91,2,2,7,2,15558,0,1,14,3,1,11,1,5,4,5,110000,0.63,2
EMP0192,EMP0003,Business_Analyst_Seattle,129000,2,1158,1,13,3,3,32,4,3,2,2,9191,7,1,20,4,2,10,1,0,0,0,105000,0.2,2
EMP0193,EMP0003,Healthcare_Representative_NYC,104000,2,1321,1,19,1,2,46,2,1,0,2,18620,6,1,24,3,0,12,3,9,8,4,85000,0.67,4
EMP0194,EMP0003,Software_Developer_Austin,104000,2,1489,1,21,3,2,35,3,2,7,1,17892,6,1,16,3,1,9,6,9,8,0,155000,0.79,4
EMP0195,EMP0003,Data_Scientist_Atlanta,127000,2,936,1,9,2,5,30,3,2,6,1,14382,3,1,22,3,1,31,0,24,7,14,170000,0.61,2
EMP0196,EMP0003,Sales_Executive_Boston,135000,1,1493,2,13,4,3,91,2,3,7,1,12142,9,1,16,3,0,28,1,18,11,9,110000,0.36,4
EMP0197,EMP0003,Data_Scientist_Chicago,155000,1,206,1,6,3,4,41,4,3,6,2,16360,1,1,12,3,0,11,4,1,0,1,170000,0.59,1
EMP0198,EMP0003,Healthcare_Representative_Atlanta,94000,2,458,1,21,3,1,96,2,1,0,2,18823,8,1,22,3,0,34,0,9,9,0,85000,0.11,3
EMP0199,EMP0003,Software_Developer_NYC,103000,1,240,1,3,3,5,74,2,2,7,1,8468,7,1,25,3,0,18,1,12,5,10,155000,0.27,3
EMP0200,EMP0003,Data_Scientist_Austin,160000,1,872,1,19,3,1,73,4,3,6,2,21323,0,1,18,3,0,22,5,3,2,2,170000,0.68,3
EMP0201,EMP0003,Laboratory_Technician_Chicago,91000,1,290,1,13,4,5,39,3,1,2,1,13678,3,1,25,3,0,27,5,11,8,8,75000,0.91,3
EMP0202,EMP0003,Laboratory_Technician_Miami,88000,1,611,1,27,3,1,43,2,1,2,2,23833,7,1,20,3,2,16,0,7,4,3,75000,0.53,4
EMP0203,EMP0003,Sales_Representative_Denver,71000,1,914,2,8,4,1,97,3,2,8,2,3161,8,1,16,3,1,37,1,27,8,7,70000,0.65,3
EMP0204,EMP0003,Data_Scientist_Miami,143000,1,766,1,12,3,1,100,2,3,6,1,22183,5,1,16,3,1,1,3,0,0,0,170000,0.84,3
EMP0205,EMP0003,Sales_Representative_Denver,86000,1,304,2,24,3,2,85,4,1,8,0,26294,2,1,18,3,0,18,3,14,2,9,70000,0.7,2
EMP0206,EMP0003,Business_Analyst_Denver,123000,1,434,1,2,2,1,42,3,3,2,1,13900,8,1,19,4,0,20,0,8,8,0,105000,0.71,3
EMP0207,EMP0003,Sales_Representative_Chicago,74000,2,1015,2,29,1,4,89,3,1,8,2,23084,5,1,17,3,1,35,6,5,2,2,70000,0.38,4
EMP0208,EMP0003,Data_Scientist_NYC,146000,1,1339,1,21,3,5,76,3,4,6,2,15659,2,1,13,4,0,21,1,10,10,4,170000,0.73,3
EMP0209,EMP0003,Data_Scientist_Chicago,130000,1,270,1,4,3,1,79,2,2,6,2,16615,2,1,13,3,0,7,0,1,0,1,170000,0.45,3
EMP0210,EMP0003,Sales_Representative_Miami,70000,1,1204,2,6,3,4,85,3,2,8,2,17876,8,1,14,3,1,35,2,29,8,8,70000,0.48,3
EMP0211,EMP0003,Research_Scientist_Boston,86000,1,1107,1,25,3,1,85,3,3,5,1,2330,8,1,16,3,2,34,3,26,4,5,120000,0.44,3
EMP0212,EMP0003,Research_Scientist_Atlanta,143000,1,1158,1,25,4,4,64,2,3,5,2,10902,6,1,14,4,0,15,2,8,1,6,120000,0.77,2
EMP0213,EMP0003,Manufacturing_Director_Miami,114000,0,309,1,10,3,5,31,2,3,4,0,9210,5,1,17,3,2,32,2,6,2,0,130000,0.84,3
EMP0214,EMP0003,Software_Developer_Denver,103000,0,1062,1,6,2,5,78,4,1,7,2,25512,3,1,17,3,1,10,5,0,0,0,155000,0.98,4
EMP0215,EMP0003,Laboratory_Technician_Miami,88000,1,1388,1,24,1,5,96,2,2,2,2,8605,5,1,25,3,1,7,0,3,3,3,75000,0.42,2
EMP0216,EMP0003,Healthcare_Representative_Denver,61000,2,118,1,2,3,4,49,3,1,0,1,18475,1,1,21,3,3,18,6,18,3,6,85000,0.33,3
EMP0217,EMP0003,Software_Developer_Denver,156000,1,1420,1,25,3,5,54,1,2,7,1,6508,4,1,25,3,1,35,4,25,3,2,155000,0.31,3
EMP0218,EMP0003,Manufacturing_Director_Chicago,135000,1,1326,1,28,3,1,49,3,4,4,2,16973,0,1,23,3,0,35,1,11,5,11,130000,0.51,4
EMP0219,EMP0003,Sales_Representative_Chicago,63000,2,415,2,20,3,3,71,2,1,8,0,6346,2,1,24,3,0,5,1,5,4,3,70000,0.62,2
EMP0220,EMP0003,Healthcare_Representative_Miami,89000,1,245,1,1,5,1,92,4,1,0,1,23030,0,1,16,3,3,38,3,8,0,5,85000,0.81,4
EMP0221,EMP0003,Software_Developer_Boston,145000,1,1188,1,13,2,3,61,3,1,7,2,20383,6,1,22,3,1,5,2,2,0,0,155000,0.6,3
EMP0222,EMP0003,Healthcare_Representative_Austin,69000,1,423,1,18,5,2,75,4,2,0,2,15605,6,1,24,3,1,12,4,8,6,8,85000,0.48,3
EMP0223,EMP0003,Healthcare_Representative_Boston,80000,1,1160,1,5,5,2,68,4,1,0,2,2805,4,1,25,3,1,29,4,14,6,0,85000,0.41,2
EMP0224,EMP0003,Software_Developer_Miami,129000,1,624,1,26,3,3,57,3,3,7,1,17905,2,1,18,3,1,9,4,4,2,4,155000,0.0,4
EMP0225,EMP0003,Data_Scientist_Boston,118000,1,989,1,14,5,1,59,3,4,6,2,22865,6,1,11,3,0,37,4,12,1,12,170000,0.85,3
EMP0226,EMP0003,Sales_Representative_Chicago,56000,1,284,2,8,3,5,48,2,1,8,1,26516,0,1,19,3,0,26,4,14,12,9,70000,0.63,3
EMP0227,EMP0003,Research_Scientist_NYC,119000,1,596,1,3,3,2,41,2,2,5,1,13507,3,1,16,3,1,13,6,7,6,3,120000,0.0,3
EMP0228,EMP0003,Sales_Representative_Miami,76000,1,419,2,25,4,1,36,2,1,8,2,11520,0,1,16,3,0,29,3,1,0,0,70000,0.22,3
EMP0229,EMP0003,Sales_Representative_Chicago,81000,1,1468,2,1,3,5,97,1,1,8,0,8670,9,1,15,3,1,14,0,3,2,3,70000,0.01,2
EMP0230,EMP0003,Sales_Executive_Denver,135000,2,1141,2,23,2,2,98,1,2,7,1,17101,8,1,25,3,0,2,4,1,1,0,110000,0.02,3
EMP0231,EMP0003,Manufacturing_Director_Atlanta,147000,2,1126,1,9,4,4,79,4,3,4,2,11275,3,1,13,3,0,2,1,1,1,1,130000,0.39,2
EMP0232,EMP0003,Healthcare_Representative_Chicago,83000,2,774,1,15,3,1,47,3,1,0,2,12219,8,1,25,3,3,37,6,4,3,2,85000,0.39,2
EMP0233,EMP0003,Research_Scientist_Denver,90000,1,752,1,29,5,6,68,3,3,5,2,11065,2,1,23,3,0,35,0,30,3,2,120000,0.31,3
EMP0234,EMP0003,Sales_Executive_Chicago,117000,1,1076,2,5,3,4,77,2,3,7,1,6600,2,1,14,3,1,15,0,0,0,0,110000,0.91,4
EMP0235,EMP0003,Healthcare_Representative_Chicago,101000,1,1363,1,16,4,5,61,3,1,0,2,14558,5,1,17,3,1,13,4,12,3,1,85000,0.74,3
EMP0236,EMP0003,Software_Developer_Austin,138000,1,1157,1,25,4,1,67,3,2,7,2,11462,7,1,13,3,1,3,0,1,1,0,155000,0.99,3
EMP0237,EMP0003,Research_Scientist_Miami,143000,2,1219,1,5,3,2,33,2,3,5,2,8710,7,1,12,3,1,29,5,2,2,2,120000,0.79,3
EMP0238,EMP0003,Data_Scientist_Austin,125000,1,886,1,24,4,3,50,3,3,6,0,7693,5,1,20,4,2,29,1,20,11,1,170000,0.75,4
EMP0239,EMP0003,Research_Scientist_Seattle,114000,2,107,1,20,4,1,93,4,3,5,2,22016,7,1,14,3,1,20,3,14,4,10,120000,0.7,3
EMP0240,EMP0003,Data_Scientist_Seattle,137000,0,403,1,2,4,1,34,3,4,6,1,4967,0,1,12,3,0,36,5,8,8,3,170000,0.93,3
EMP0241,EMP0003,Business_Analyst_NYC,133000,2,238,1,25,3,3,67,3,2,2,2,11086,5,1,19,3,0,38,1,11,0,1,105000,0.52,3
EMP0242,EMP0003,Data_Scientist_Austin,159000,1,1176,1,19,5,2,46,3,3,6,1,22798,7,1,18,3,2,19,1,13,9,13,170000,0.31,3
EMP0243,EMP0003,Laboratory_Technician_Seattle,60000,2,947,1,2,3,3,57,1,1,2,2,10430,1,1,15,3,1,30,6,20,3,11,75000,0.73,1
EMP0244,EMP0003,Sales_Representative_Denver,67000,1,776,2,27,3,4,90,3,1,8,1,22646,7,1,25,4,2,37,3,19,0,13,70000,0.18,3
EMP0245,EMP0003,Healthcare_Representative_Seattle,106000,1,824,1,3,5,1,33,2,2,0,2,7532,9,1,20,3,1,20,6,18,10,8,85000,0.35,3
EMP0246,EMP0003,Sales_Executive_Denver,125000,2,861,2,15,4,2,97,2,2,7,1,3319,3,1,25,3,1,18,6,13,1,7,110000,0.47,3
EMP0247,EMP0003,Business_Analyst_NYC,89000,0,1157,1,22,5,1,34,3,2,2,0,3536,9,1,24,3,1,31,0,23,9,12,105000,0.32,2
EMP0248,EMP0003,Sales_Executive_Seattle,115000,1,686,2,9,3,5,45,2,2,7,1,2593,9,1,19,3,0,20,2,20,6,5,110000,0.83,3
EMP0249,EMP0003,Sales_Executive_NYC,141000,1,1008,2,2,2,4,36,2,2,7,0,14936,2,1,22,3,1,19,6,18,7,2,110000,0.77,3
EMP0250,EMP0003,Manufacturing_Director_Denver,117000,0,1053,1,19,2,5,89,1,4,4,2,25366,7,1,18,3,0,13,6,11,10,8,130000,0.63,4
EMP0251,EMP0003,Sales_Executive_Denver,102000,1,1044,2,28,2,5,46,3,3,7,2,5599,5,1,19,3,2,22,4,10,7,7,110000,0.75,3
EMP0252,EMP0003,Healthcare_Representative_Chicago,94000,0,526,1,27,4,2,85,3,2,0,2,9832,2,1,21,3,1,36,5,5,3,3,85000,0.55,3
EMP0253,EMP0003,Manufacturing_Director_Austin,136000,2,242,1,20,2,5,78,2,3,4,0,6646,9,1,25,3,2,30,6,10,8,1,130000,0.56,2
EMP0254,EMP0003,Research_Scientist_Miami,122000,1,748,1,10,3,5,68,4,2,5,2,13374,1,1,20,3,3,25,3,19,14,3,120000,0.38,4
EMP0255,EMP0003,Sales_Executive_Seattle,101000,1,677,2,28,1,3,80,3,3,7,1,16354,8,1,14,3,1,36,1,30,1,0,110000,0.38,3
EMP0256,EMP0003,Sales_Representative_Atlanta,56000,1,394,2,24,4,4,47,1,2,8,2,24880,9,1,25,3,0,9,4,2,0,0,70000,0.11,3
EMP0257,EMP0003,Manufacturing_Director_Atlanta,120000,1,1127,1,9,3,3,76,1,3,4,2,25191,5,1,12,3,3,12,0,6,4,0,130000,0.12,2
EMP0258,EMP0003,Business_Analyst_Boston,105000,1,1391,1,24,4,4,99,3,3,2,2,13351,8,1,23,3,1,6,3,4,4,0,105000,0.3,3
EMP0259,EMP0003,Sales_Representative_Atlanta,65000,1,1254,2,9,1,4,51,3,2,8,2,22551,0,1,15,3,0,19,0,9,2,0,70000,0.4,4
EMP0260,EMP0003,Sales_Executive_Boston,84000,1,1336,2,6,5,4,87,3,2,7,1,25056,3,1,18,3,1,18,0,8,4,0,110000,0.22,3
EMP0261,EMP0003,Data_Scientist_NYC,169000,1,531,1,19,4,2,63,3,2,6,0,17298,6,1,18,3,1,10,6,7,6,6,170000,0.52,4
EMP0262,EMP0003,Laboratory_Technician_Atlanta,86000,1,990,1,1,3,5,78,3,1,2,0,19503,5,1,24,3,3,25,6,15,8,2,75000,0.74,3
EMP0263,EMP0003,Sales_Executive_Boston,131000,1,499,2,17,3,4,53,2,2,7,2,4320,0,1,17,3,0,17,3,12,7,12,110000,0.43,3
EMP0264,EMP0003,Sales_Executive_Boston,89000,2,1444,2,29,4,6,45,3,2,7,0,21908,2,1,17,3,2,2,4,2,0,0,110000,0.35,4
EMP0265,EMP0003,Research_Scientist_Austin,134000,1,974,1,23,5,5,71,2,1,5,1,4138,6,1,17,3,0,17,6,9,7,1,120000,0.18,3
EMP0266,EMP0003,Manufacturing_Director_Austin,129000,1,322,1,5,3,2,43,4,4,4,0,4483,1,1,20,3,2,13,0,9,6,2,130000,0.12,4
EMP0267,EMP0003,Research_Scientist_Seattle,150000,1,1104,1,16,3,5,38,3,1,5,1,24679,7,1,12,3,3,25,2,8,2,5,120000,0.74,3
EMP0268,EMP0003,Sales_Executive_Atlanta,79000,0,1041,2,25,4,4,52,3,3,7,2,11887,6,1,25,3,1,6,3,2,2,1,110000,0.34,2
EMP0269,EMP0003,Manufacturing_Director_Chicago,105000,1,1123,1,18,5,5,32,1,3,4,1,25720,0,1,17,3,2,13,5,0,0,0,130000,0.2,3
EMP0270,EMP0003,Business_Analyst_NYC,120000,1,1439,1,1,3,5,35,2,2,2,0,22825,0,1,25,3,2,15,3,2,0,2,105000,0.75,3
EMP0271,EMP0003,Data_Scientist_Austin,125000,1,923,1,11,2,4,99,2,2,6,2,21528,2,1,16,3,0,15,6,2,0,1,170000,0.28,3
EMP0272,EMP0003,Sales_Representative_NYC,68000,2,1394,2,20,3,1,92,1,1,8,0,5014,9,1,25,3,1,38,6,1,0,0,70000,0.86,3
EMP0273,EMP0003,Research_Scientist_Chicago,95000,1,1321,1,6,4,4,41,3,2,5,1,2243,8,1,14,3,3,18,0,16,14,6,120000,0.51,3
EMP0274,EMP0003,Business_Analyst_Chicago,104000,1,405,1,22,4,5,93,2,2,2,0,14027,4,1,14,3,0,14,6,4,0,1,105000,0.64,4
EMP0275,EMP0003,Manufacturing_Director_Seattle,102000,1,581,1,24,3,3,83,2,4,4,1,5702,5,1,14,3,1,4,6,4,1,1,130000,0.56,2
EMP0276,EMP0003,Laboratory_Technician_Austin,76000,1,1348,1,15,2,2,88,3,2,2,2,8720,5,1,13,3,1,32,2,1,1,0,75000,0.25,2
EMP0277,EMP0003,Manufacturing_Director_Miami,124000,1,448,1,19,5,5,41,3,4,4,2,9186,9,1,18,3,0,22,5,7,4,2,130000,0.58,3
EMP0278,EMP0003,Laboratory_Technician_Chicago,70000,1,190,1,2,5,5,94,1,2,2,1,24921,1,1,18,3,0,38,6,7,2,0,75000,0.2,1
EMP0279,EMP0003,Healthcare_Representative_Chicago,67000,1,1268,1,24,3,6,89,3,2,0,1,14231,7,1,22,3,2,19,0,7,1,0,85000,0.31,3
EMP0280,EMP0003,Sales_Representative_Seattle,62000,1,1370,2,29,3,5,95,4,2,8,2,5730,6,1,16,3,0,18,2,17,6,12,70000,0.52,2
EMP0281,EMP0003,Business_Analyst_Austin,110000,1,1288,1,28,5,1,58,2,3,2,1,15952,4,1,11,3,0,14,3,2,1,0,105000,0.19,3
EMP0282,EMP0003,Data_Scientist_Miami,179000,1,1478,1,23,4,5,38,2,3,6,0,14895,2,1,15,4,0,35,1,28,9,7,170000,0.42,3
EMP0283,EMP0003,Research_Scientist_Miami,96000,2,1070,1,12,3,5,32,2,1,5,0,9706,8,1,21,3,1,14,5,8,0,4,120000,0.21,3
EMP0284,EMP0003,Sales_Representative_Miami,75000,1,370,2,29,4,1,63,2,2,8,2,3644,2,1,16,3,3,34,4,26,14,7,70000,0.67,4
EMP0285,EMP0003,Business_Analyst_Boston,88000,1,748,1,19,2,1,53,2,2,2,2,13361,2,1,16,3,3,12,4,11,11,10,105000,0.54,3
EMP0286,EMP0003,Software_Developer_Atlanta,183000,0,1218,1,17,3,5,90,4,3,7,2,20615,7,1,16,3,1,10,0,7,5,2,155000,0.37,2
EMP0287,EMP0003,Business_Analyst_Austin,96000,1,499,1,19,3,5,65,2,2,2,2,16690,1,1,19,3,1,26,4,19,7,7,105000,0.38,3
EMP0288,EMP0003,Software_Developer_Denver,133000,0,806,1,12,3,2,41,2,2,7,2,15712,7,1,15,3,1,28,3,11,6,5,155000,0.65,3
EMP0289,EMP0004,Healthcare_Representative_NYC,106000,2,235,1,19,4,1,82,3,2,0,1,20306,7,1,22,3,3,6,1,1,0,1,85000,0.06,2
EMP0290,EMP0004,Healthcare_Representative_Boston,90000,1,1049,1,8,1,1,63,2,2,0,0,23914,4,1,17,3,3,3,5,2,2,1,85000,0.57,2
EMP0291,EMP0004,Data_Scientist_Boston,159000,1,1074,1,23,4,2,32,4,2,6,2,6882,5,1,18,4,0,5,1,4,2,4,170000,0.27,2
EMP0292,EMP0004,Sales_Representative_Atlanta,77000,1,257,2,17,2,4,42,3,1,8,2,12455,4,1,15,3,1,23,0,1,1,1,70000,0.53,3
EMP0293,EMP0004,Sales_Representative_NYC,51000,1,546,2,5,3,5,97,4,1,8,1,4597,1,1,24,3,0,34,2,9,5,7,70000,0.08,3
EMP0294,EMP0004,Sales_Representative_NYC,84000,1,158,2,24,4,2,48,3,2,8,0,6360,1,1,17,3,2,34,0,24,10,2,70000,0.76,1
EMP0295,EMP0004,Manufacturing_Director_Atlanta,98000,0,1467,1,1,4,5,56,3,3,4,1,13613,0,1,12,3,1,7,2,0,0,0,130000,0.62,4
EMP0296,EMP0004,Sales_Representative_Denver,57000,1,302,2,27,3,1,57,3,2,8,0,26801,8,1,11,4,0,33,1,24,7,8,70000,0.61,4
EMP0297,EMP0004,Manufacturing_Director_Denver,144000,1,1153,1,8,3,5,70,2,3,4,1,18340,5,1,22,3,1,12,0,7,1,2,130000,0.82,3
EMP0298,EMP0004,Data_Scientist_Atlanta,141000,1,976,1,7,4,5,90,4,3,6,0,24184,7,1,21,3,1,20,5,14,3,8,170000,0.0,3
EMP0299,EMP0004,Data_Scientist_NYC,151000,1,927,1,4,2,2,93,2,4,6,2,21546,4,1,23,3,1,38,3,3,1,0,170000,0.4,3
EMP0300,EMP0004,Healthcare_Representative_Miami,88000,1,1118,1,8,4,1,42,3,1,0,1,2970,2,1,17,3,0,10,2,7,1,1,85000,0.61,3
EMP0301,EMP0004,Data_Scientist_Austin,174000,1,1133,1,9,3,5,99,3,2,6,2,5997,6,1,18,3,0,34,3,24,15,12,170000,0.32,1
EMP0302,EMP0004,Research_Scientist_Boston,147000,1,896,1,16,4,3,92,3,3,5,2,17489,7,1,19,4,1,11,3,7,6,2,120000,0.54,3
EMP0303,EMP0004,Healthcare_Representative_Denver,102000,1,1295,1,1,4,4,78,1,2,0,2,15592,5,1,11,3,0,19,5,10,0,0,85000,0.4,3
EMP0304,EMP0004,Data_Scientist_Austin,193000,1,176,1,15,4,2,95,4,3,6,0,17485,9,1,11,4,0,8,3,5,1,0,170000,0.44,3
EMP0305,EMP0004,Data_Scientist_Miami,124000,1,713,1,12,5,1,39,4,4,6,1,10782,0,1,15,4,1,14,1,5,3,4,170000,0.62,3
EMP0306,EMP0004,Data_Scientist_Austin,168000,1,529,1,12,4,4,68,3,3,6,1,19787,5,1,14,3,0,18,4,2,2,2,170000,0.2,3
EMP0307,EMP0004,Business_Analyst_NYC,128000,2,1057,1,9,5,3,85,4,2,2,2,14030,7,1,13,3,1,34,6,27,5,9,105000,0.18,3
EMP0308,EMP0004,Healthcare_Representative_Atlanta,78000,1,687,1,21,2,4,60,3,1,0,0,3001,3,1,23,3,1,5,4,5,1,3,85000,0.5,4
EMP0309,EMP0004,Healthcare_Representative_Seattle,71000,1,1419,1,28,1,5,32,1,1,0,1,11858,1,1,25,4,2,18,5,4,0,2,85000,0.54,3
EMP0310,EMP0004,Data_Scientist_Atlanta,200000,1,1288,1,25,5,1,41,2,2,6,2,12363,5,1,24,3,0,9,5,3,0,0,170000,0.33,3
EMP0311,EMP0004,Healthcare_Representative_Chicago,68000,0,1192,1,12,4,1,99,3,1,0,2,6842,5,1,18,3,2,12,0,3,2,3,85000,0.13,3
EMP0312,EMP0004,Software_Developer_Seattle,161000,1,843,1,29,4,1,60,4,2,7,0,14971,4,1,15,3,2,16,1,8,8,6,155000,0.74,3
EMP0313,EMP0004,Research_Scientist_Miami,129000,2,1064,1,24,3,5,84,4,1,5,2,24981,4,1,19,3,1,27,5,25,1,4,120000,0.77,4
EMP0314,EMP0004,Sales_Representative_Miami,79000,0,509,2,21,3,4,44,2,1,8,2,24564,6,1,23,4,1,4,6,1,1,0,70000,0.2,3
EMP0315,EMP0004,Sales_Executive_NYC,123000,2,1268,2,8,1,1,59,4,3,7,1,25072,2,1,11,3,1,21,2,9,3,1,110000,0.38,2
EMP0316,EMP0004,Sales_Representative_NYC,90000,2,1112,2,4,2,2,64,2,2,8,1,16227,3,1,20,3,2,8,5,0,0,0,70000,0.57,3
EMP0317,EMP0004,Healthcare_Representative_NYC,82000,1,1293,1,22,4,1,90,2,2,0,2,15121,3,1,22,3,1,10,4,0,0,0,85000,0.52,3
EMP0318,EMP0004,Data_Scientist_Seattle,120000,2,1325,1,23,4,1,62,3,3,6,1,15027,5,1,13,4,1,16,4,15,11,9,170000,0.74,2
EMP0319,EMP0004,Research_Scientist_Miami,150000,1,741,1,2,5,3,65,3,2,5,1,10719,9,1,24,3,0,30,2,4,0,2,120000,0.44,3
EMP0320,EMP0004,Research_Scientist_Denver,137000,2,1446,1,21,4,1,49,1,1,5,0,10621,2,1,22,3,0,32,3,24,4,8,120000,0.27,1
EMP0321,EMP0004,Sales_Representative_Miami,69000,1,444,2,24,3,2,57,3,1,8,2,20797,2,1,17,4,0,8,3,2,0,1,70000,0.87,3
EMP0322,EMP0004,Sales_Representative_Seattle,62000,2,317,2,27,3,1,88,4,2,8,1,10919,9,1,21,3,3,8,5,6,2,4,70000,0.75,3
EMP0323,EMP0004,Manufacturing_Director_Denver,161000,2,244,1,18,5,2,81,2,3,4,2,15165,1,1,11,4,0,37,6,4,1,0,130000,0.56,3
EMP0324,EMP0004,Research_Scientist_Austin,106000,1,368,1,12,4,5,95,2,2,5,2,17705,4,1,20,3,0,28,3,23,9,14,120000,0.33,4
EMP0325,EMP0004,Research_Scientist_Atlanta,129000,1,1114,1,17,4,3,67,3,1,5,2,17744,4,1,13,4,1,6,2,0,0,0,120000,0.36,4
EMP0326,EMP0004,Business_Analyst_Atlanta,95000,1,1145,1,14,3,3,62,3,2,2,2,2627,1,1,22,3,0,4,1,4,0,0,105000,0.22,4
EMP0327,EMP0004,Software_Developer_Austin,135000,2,799,1,28,4,1,40,3,3,7,1,24160,1,1,17,3,0,20,0,10,9,7,155000,0.51,1
EMP0328,EMP0004,Manufacturing_Director_Miami,143000,1,1479,1,23,4,5,41,2,3,4,1,2614,3,1,24,3,1,32,1,9,9,9,130000,0.26,3
EMP0329,EMP0004,Healthcare_Representative_Chicago,65000,1,1011,1,16,3,5,61,2,2,0,0,2352,1,1,21,3,1,30,3,4,3,3,85000,0.63,4
EMP0330,EMP0004,Business_Analyst_Boston,80000,1,1181,1,1,3,2,38,2,3,2,2,5925,7,1,20,4,0,26,5,15,15,3,105000,0.52,3
EMP0331,EMP0004,Research_Scientist_Boston,136000,1,1333,1,28,4,4,46,4,3,5,2,15753,5,1,23,3,3,31,1,11,7,3,120000,0.21,3
